,Mun,UF,Atingido_Alagamentos,Atingido_Des,Atingido_Enchente,Atingido_Enxurrada,Nao_ATV_P&DC,Nao_Instr_Inundacao,Nao_Medida_Estrutural_RRD,Nao_RR_Seca,Nao_Red_Des,Nao_Red_Enchente,Nao_Red_Enxurrada,Tem_Instr_Deslizamento,Tem_Red_Des
4711,Chiapetta,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4712,Chuí,RS,0,0,0,0,0,1,1,0,0,0,0,0,0
4713,Chuvisca,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4714,Cidreira,RS,1,0,1,1,0,0,0,0,0,1,0,0,0
4715,Ciríaco,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4716,Colinas,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4717,Colorado,RS,1,0,0,0,0,0,0,0,0,0,0,0,0
4718,Condor,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4719,Constantina,RS,1,0,1,0,0,0,0,0,0,1,0,0,0
4720,Coqueiro Baixo,RS,1,1,1,1,0,0,0,0,0,1,1,1,1
4721,Coqueiros do Sul,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4722,Coronel Barros,RS,0,0,1,0,0,1,0,0,0,1,0,0,0
4723,Coronel Bicaco,RS,1,0,1,0,0,1,0,0,0,0,0,1,1
4724,Coronel Pilar,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4725,Cotiporã,RS,0,1,0,1,0,1,0,0,0,0,1,0,1
4726,Coxilha,RS,0,0,0,1,0,0,1,0,0,0,0,1,1
4727,Crissiumal,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4728,Cristal,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4729,Cristal do Sul,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4730,Cruz Alta,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4731,Cruzaltense,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4732,Cruzeiro do Sul,RS,1,0,1,1,0,0,0,0,0,1,1,1,1
4733,David Canabarro,RS,1,0,0,0,0,0,0,0,0,0,0,1,1
4734,Derrubadas,RS,0,0,0,1,0,0,0,0,0,0,1,1,1
4735,Dezesseis de Novembro,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4736,Dilermando de Aguiar,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4737,Dois Irmãos,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4738,Dois Irmãos das Missões,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4739,Dois Lajeados,RS,0,0,0,1,0,0,0,0,0,0,1,0,0
4740,Dom Feliciano,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4741,Dom Pedro de Alcântara,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4742,Dom Pedrito,RS,1,0,1,1,1,0,0,0,0,0,0,0,0
4743,Dona Francisca,RS,1,0,1,1,0,1,1,0,0,0,0,1,1
4744,Doutor Maurício Cardoso,RS,0,0,0,0,0,0,0,0,0,0,0,1,0
4745,Doutor Ricardo,RS,0,0,0,1,0,0,0,0,0,0,1,0,0
4746,Eldorado do Sul,RS,1,0,1,0,0,0,0,0,0,0,0,0,0
4747,Encantado,RS,1,1,1,0,0,0,0,0,0,1,0,1,1
4748,Encruzilhada do Sul,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4749,Engenho Velho,RS,0,0,1,1,0,0,0,0,0,1,1,0,0
4750,Entre-Ijuís,RS,1,0,1,0,0,0,0,0,0,0,0,1,1
4751,Entre Rios do Sul,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4752,Erebango,RS,0,0,0,1,0,1,0,0,0,0,1,0,0
4753,Erechim,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4754,Ernestina,RS,0,0,0,0,0,1,0,1,0,0,0,0,0
4755,Herval,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4756,Erval Grande,RS,0,0,0,1,0,0,0,0,0,0,0,0,0
4757,Erval Seco,RS,0,0,0,1,0,0,0,0,0,0,0,1,1
4758,Esmeralda,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4759,Esperança do Sul,RS,1,1,0,1,0,0,0,0,1,0,1,1,1
4760,Espumoso,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4761,Estação,RS,0,0,0,1,0,0,0,0,0,0,1,1,1
4762,Estância Velha,RS,1,0,0,1,0,0,0,0,0,0,0,1,1
4763,Esteio,RS,1,0,0,1,0,0,0,0,0,0,0,1,1
4764,Estrela,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
4765,Estrela Velha,RS,0,0,0,0,1,1,1,0,0,0,0,1,1
4766,Eugênio de Castro,RS,0,0,1,0,0,0,0,0,0,0,0,1,1
4767,Fagundes Varela,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4768,Farroupilha,RS,1,1,0,1,1,1,0,0,0,0,0,1,1
4769,Faxinal do Soturno,RS,1,0,1,1,0,0,0,0,0,0,0,1,0
4770,Faxinalzinho,RS,0,1,0,0,1,1,0,0,0,0,0,0,1
4771,Fazenda Vilanova,RS,0,0,0,0,1,1,0,0,0,0,0,0,0
4772,Feliz,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4773,Flores da Cunha,RS,1,0,1,0,0,0,0,1,0,0,0,1,1
4774,Floriano Peixoto,RS,1,1,1,0,0,0,0,0,0,1,0,1,1
4775,Fontoura Xavier,RS,0,0,0,1,0,0,0,0,0,0,1,1,1
4776,Formigueiro,RS,0,0,0,0,1,0,0,0,0,0,0,0,0
4777,Forquetinha,RS,0,0,1,0,0,1,0,0,0,0,0,0,0
4778,Fortaleza dos Valos,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4779,Frederico Westphalen,RS,0,0,0,1,0,1,0,0,0,0,0,1,1
4780,Garibaldi,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4781,Garruchos,RS,0,0,0,0,0,0,0,0,0,0,0,1,0
4782,Gaurama,RS,0,0,0,1,0,1,0,0,0,0,1,0,0
4783,General Câmara,RS,1,0,1,0,0,0,1,0,0,1,0,0,0
4784,Gentil,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4785,Getúlio Vargas,RS,1,0,0,1,0,0,0,0,0,0,0,1,0
4786,Giruá,RS,0,0,0,1,0,1,0,0,0,0,1,0,0
4787,Glorinha,RS,1,0,0,0,1,1,0,0,0,0,0,0,0
4788,Gramado,RS,1,1,0,0,0,1,0,0,0,0,0,1,1
4789,Gramado dos Loureiros,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4790,Gramado Xavier,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4791,Gravataí,RS,1,0,1,0,0,0,0,1,0,0,0,0,0
4792,Guabiju,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4793,Guaíba,RS,1,0,1,1,0,0,1,0,0,1,1,0,0
4794,Guaporé,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
4795,Guarani das Missões,RS,0,0,0,1,0,0,0,0,0,0,1,0,0
4796,Harmonia,RS,0,0,1,1,0,0,0,0,0,0,0,1,0
4797,Herveiras,RS,1,1,1,1,0,1,1,0,0,1,1,1,1
4798,Horizontina,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4799,Hulha Negra,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4800,Humaitá,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4801,Ibarama,RS,1,1,1,1,0,0,0,0,0,0,0,0,1
4802,Ibiaçá,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4803,Ibiraiaras,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4804,Ibirapuitã,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4805,Ibirubá,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4806,Igrejinha,RS,0,1,0,1,0,0,0,0,1,0,0,1,1
4807,Ijuí,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4808,Ilópolis,RS,1,0,1,0,0,0,0,0,0,0,0,0,0
4809,Imbé,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4810,Imigrante,RS,1,1,1,1,0,0,0,0,0,0,0,0,1
4811,Independência,RS,1,0,0,0,1,0,0,0,0,0,0,0,0
4812,Inhacorá,RS,0,0,0,1,0,0,0,0,0,0,0,1,1
4813,Ipê,RS,0,0,0,1,0,1,0,0,0,0,1,0,0
4814,Ipiranga do Sul,RS,0,0,0,1,0,0,0,0,0,0,1,1,1
4815,Iraí,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4816,Itaara,RS,1,0,1,0,1,0,0,0,0,1,0,0,0
4817,Itacurubi,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4818,Itapuca,RS,0,1,0,1,0,0,0,0,1,0,1,1,1
4819,Itaqui,RS,1,0,1,0,1,0,0,0,0,0,0,0,0
4820,Itati,RS,0,1,0,1,0,0,0,0,0,0,1,0,1
4821,Itatiba do Sul,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
4822,Ivorá,RS,1,0,1,1,0,1,0,0,0,0,0,0,0
4823,Ivoti,RS,0,0,0,0,0,1,0,0,0,0,0,1,1
4824,Jaboticaba,RS,0,0,0,1,0,0,0,0,0,0,0,1,1
4825,Jacuizinho,RS,0,0,1,0,0,0,1,0,0,0,0,0,0
4826,Jacutinga,RS,1,0,1,0,0,0,0,0,0,0,0,0,0
4827,Jaguarão,RS,0,0,0,1,0,0,0,0,0,0,0,1,1
4828,Jaguari,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4829,Jaquirana,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4830,Jari,RS,1,0,0,0,0,1,0,0,0,0,0,0,0
4831,Jóia,RS,1,0,1,0,0,0,0,0,0,0,0,0,0
4832,Júlio de Castilhos,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4833,Lagoa Bonita do Sul,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4834,Lagoão,RS,0,0,1,1,1,1,0,0,0,1,1,0,0
4835,Lagoa dos Três Cantos,RS,1,0,0,1,0,1,0,0,0,0,1,0,0
4836,Lagoa Vermelha,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4837,Lajeado,RS,1,1,1,0,0,0,0,0,0,0,0,1,1
4838,Lajeado do Bugre,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4839,Lavras do Sul,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4840,Liberato Salzano,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4841,Lindolfo Collor,RS,1,1,1,1,0,0,0,0,0,1,1,1,1
4842,Linha Nova,RS,0,0,0,0,0,1,0,0,0,0,0,1,1
4843,Machadinho,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4844,Maçambará,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4845,Mampituba,RS,0,1,0,1,0,0,0,0,0,0,0,1,1
4846,Manoel Viana,RS,1,0,1,0,0,0,0,0,0,1,0,1,1
4847,Maquiné,RS,1,1,0,1,0,0,0,0,1,0,0,1,1
4848,Maratá,RS,1,0,1,0,0,1,0,0,0,0,0,0,0
4849,Marau,RS,0,0,0,1,0,0,0,0,0,0,1,1,1
4850,Marcelino Ramos,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4851,Mariana Pimentel,RS,0,0,1,0,1,1,0,0,0,0,0,1,1
4852,Mariano Moro,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4853,Marques de Souza,RS,0,1,0,0,1,0,0,0,0,0,0,0,1
4854,Mata,RS,1,0,1,0,0,0,0,0,0,1,0,1,1
4855,Mato Castelhano,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4856,Mato Leitão,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4857,Mato Queimado,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4858,Maximiliano de Almeida,RS,0,0,0,1,0,1,0,0,0,0,1,0,0
4859,Minas do Leão,RS,1,0,0,0,0,0,0,0,0,0,0,1,1
4860,Miraguaí,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4861,Montauri,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4862,Monte Alegre dos Campos,RS,1,0,0,1,0,0,0,0,0,0,1,1,1
4863,Monte Belo do Sul,RS,0,0,0,0,1,1,0,0,0,0,0,1,1
4864,Montenegro,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4865,Mormaço,RS,0,0,0,0,0,1,1,0,0,0,0,0,0
4866,Morrinhos do Sul,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4867,Morro Redondo,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4868,Morro Reuter,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4869,Mostardas,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4870,Muçum,RS,1,0,1,0,0,0,0,0,0,0,0,1,1
4871,Muitos Capões,RS,0,0,0,1,0,0,0,0,0,0,1,0,0
4872,Muliterno,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4873,Não-Me-Toque,RS,1,0,0,1,0,0,0,0,0,0,0,1,1
4874,Nicolau Vergueiro,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,Nonoai,RS,1,1,1,1,0,0,0,0,1,0,0,0,0
4876,Nova Alvorada,RS,1,0,0,1,1,0,0,0,0,0,0,0,0
4877,Nova Araçá,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4878,Nova Bassano,RS,0,0,0,1,0,0,0,0,0,0,1,1,1
4879,Nova Boa Vista,RS,0,0,0,1,0,0,0,0,0,0,0,1,1
4880,Nova Bréscia,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4881,Nova Candelária,RS,0,0,1,1,0,0,0,0,0,1,1,0,0
4882,Nova Esperança do Sul,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4883,Nova Hartz,RS,0,0,0,0,0,0,1,0,0,0,0,0,0
4884,Nova Pádua,RS,0,1,1,0,0,1,0,0,1,1,0,0,0
4885,Nova Palma,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4886,Nova Petrópolis,RS,0,1,1,0,0,0,0,0,1,0,0,1,1
4887,Nova Prata,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4888,Nova Ramada,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4889,Nova Roma do Sul,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4890,Nova Santa Rita,RS,1,0,1,1,0,0,0,0,0,1,1,0,0
4891,Novo Cabrais,RS,1,0,1,0,0,1,0,0,0,0,0,0,0
4892,Novo Hamburgo,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
4893,Novo Machado,RS,0,0,0,0,1,0,0,0,0,0,0,0,0
4894,Novo Tiradentes,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4895,Novo Xingu,RS,0,0,1,0,0,0,0,0,0,0,0,0,0
4896,Novo Barreiro,RS,1,0,0,0,0,0,0,0,0,0,0,1,1
4897,Osório,RS,0,0,0,0,1,1,1,0,0,0,0,0,0
4898,Paim Filho,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
4899,Palmares do Sul,RS,0,0,0,0,1,0,0,0,0,0,0,0,0
4900,Palmeira das Missões,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4901,Palmitinho,RS,0,0,0,1,0,0,0,0,0,0,0,1,1
4902,Panambi,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4903,Pantano Grande,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4904,Paraí,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4905,Paraíso do Sul,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4906,Pareci Novo,RS,1,0,1,1,1,0,0,0,0,1,1,0,0
4907,Parobé,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4908,Passa Sete,RS,0,0,1,1,0,0,0,0,0,0,1,1,1
4909,Passo do Sobrado,RS,0,0,1,0,0,1,0,0,0,1,0,0,0
4910,Passo Fundo,RS,1,0,1,0,0,0,0,0,0,0,0,1,1
4911,Paulo Bento,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4912,Paverama,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4913,Pedras Altas,RS,0,0,1,1,0,0,0,0,0,0,0,0,0
4914,Pedro Osório,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4915,Pejuçara,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4916,Pelotas,RS,1,0,1,0,0,0,0,0,0,0,0,1,1
4917,Picada Café,RS,0,1,0,0,0,0,0,0,0,0,0,1,1
4918,Pinhal,RS,0,0,1,1,0,0,0,0,0,0,0,1,1
4919,Pinhal da Serra,RS,0,0,0,0,0,1,0,0,0,0,0,1,0
4920,Pinhal Grande,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4921,Pinheirinho do Vale,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4922,Pinheiro Machado,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4923,Pinto Bandeira,RS,1,1,0,0,0,1,1,1,1,0,0,1,1
4924,Pirapó,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4925,Piratini,RS,0,0,0,0,0,0,0,0,0,0,0,1,0
4926,Planalto,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4927,Poço das Antas,RS,1,0,1,0,1,1,0,0,0,0,0,0,0
4928,Pontão,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4929,Ponte Preta,RS,0,0,1,1,0,0,0,0,0,0,0,1,1
4930,Portão,RS,1,0,0,0,0,0,0,0,0,0,0,1,1
4931,Porto Alegre,RS,1,1,1,0,0,0,0,0,0,0,0,1,1
4932,Porto Lucena,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4933,Porto Mauá,RS,0,0,1,0,0,0,0,0,0,0,0,0,0
4934,Porto Vera Cruz,RS,0,0,1,1,0,0,0,0,0,1,1,1,1
4935,Porto Xavier,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4936,Pouso Novo,RS,0,0,0,0,0,1,1,0,0,0,0,0,0
4937,Presidente Lucena,RS,0,0,0,1,0,0,0,0,0,0,1,1,1
4938,Progresso,RS,1,1,0,1,0,0,0,0,1,0,1,1,0
4939,Protásio Alves,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4940,Putinga,RS,0,1,0,0,0,0,0,0,0,0,0,1,1
4941,Quaraí,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4942,Quatro Irmãos,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4943,Quevedos,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4944,Quinze de Novembro,RS,1,0,0,0,0,0,0,0,0,0,0,1,1
4945,Redentora,RS,0,0,0,0,0,1,0,0,0,0,0,1,1
4946,Relvado,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4947,Restinga Sêca,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4948,Rio dos Índios,RS,0,0,0,1,0,1,0,0,0,0,0,1,1
4949,Rio Grande,RS,1,0,1,0,0,0,0,0,0,0,0,0,0
4950,Rio Pardo,RS,1,0,1,0,0,0,0,0,0,1,0,0,0
4951,Riozinho,RS,1,1,0,1,0,0,0,0,0,0,0,1,1
4952,Roca Sales,RS,1,1,1,1,1,0,0,1,1,1,1,0,0
4953,Rodeio Bonito,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
4954,Rolador,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4955,Rolante,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
4956,Ronda Alta,RS,1,0,1,1,0,0,1,0,0,0,0,1,1
4957,Rondinha,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4958,Roque Gonzales,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4959,Rosário do Sul,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4960,Sagrada Família,RS,0,0,0,0,0,1,0,0,0,0,0,1,1
4961,Saldanha Marinho,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4962,Salto do Jacuí,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4963,Salvador das Missões,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4964,Salvador do Sul,RS,0,0,0,0,0,0,1,0,0,0,0,0,0
4965,Sananduva,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4966,Santa Bárbara do Sul,RS,0,0,0,1,0,1,0,0,0,0,0,1,1
4967,Santa Cecília do Sul,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4968,Santa Clara do Sul,RS,1,0,1,0,0,0,0,0,0,0,0,1,1
4969,Santa Cruz do Sul,RS,1,1,1,1,0,0,0,0,1,0,0,1,1
4970,Santa Maria,RS,1,1,1,0,0,0,0,0,0,0,0,1,1
4971,Santa Maria do Herval,RS,0,0,0,0,0,1,0,0,0,0,0,1,1
4972,Santa Margarida do Sul,RS,0,0,1,0,0,1,0,0,0,1,0,0,0
4973,Santana da Boa Vista,RS,0,0,0,0,1,0,0,0,0,0,0,1,1
4974,SantAna do Livramento,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4975,Santa Rosa,RS,1,0,0,1,0,0,0,0,0,0,0,1,1
4976,Santa Tereza,RS,0,0,1,1,0,0,0,0,0,0,0,0,0
4977,Santa Vitória do Palmar,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4978,Santiago,RS,1,1,0,0,0,0,0,0,0,0,0,0,1
4979,Santo Ângelo,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4980,Santo Antônio do Palma,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4981,Santo Antônio da Patrulha,RS,1,1,1,0,0,0,0,0,1,0,0,1,1
4982,Santo Antônio das Missões,RS,0,0,0,1,0,0,0,0,0,0,1,1,1
4983,Santo Antônio do Planalto,RS,0,0,0,0,1,1,0,0,0,0,0,0,0
4984,Santo Augusto,RS,0,0,1,0,0,1,0,0,0,1,0,0,0
4985,Santo Cristo,RS,0,0,1,0,1,0,0,0,0,0,0,1,1
4986,Santo Expedito do Sul,RS,1,0,1,0,1,0,0,0,0,0,0,0,0
4987,São Borja,RS,1,0,1,0,1,0,0,0,0,1,0,1,1
4988,São Domingos do Sul,RS,1,1,1,1,0,1,0,0,0,0,0,0,1
4989,São Francisco de Assis,RS,1,0,1,1,1,1,0,0,0,1,1,0,0
4990,São Francisco de Paula,RS,0,1,1,1,0,0,0,0,0,0,0,1,1
4991,São Gabriel,RS,0,0,1,0,0,0,0,0,0,0,0,1,1
4992,São Jerônimo,RS,1,0,1,0,1,1,0,0,0,1,0,0,0
4993,São João da Urtiga,RS,0,0,1,0,0,0,0,0,0,1,0,1,1
4994,São João do Polêsine,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
4995,São Jorge,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4996,São José das Missões,RS,1,1,1,0,0,0,0,0,0,0,0,1,1
4997,São José do Herval,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4998,São José do Hortêncio,RS,0,0,0,1,0,0,0,0,0,0,1,1,1
4999,São José do Inhacorá,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
5000,São José do Norte,RS,1,0,1,1,1,0,0,0,0,0,0,1,1
5001,São José do Ouro,RS,0,0,0,1,0,1,0,0,0,0,1,0,0
5002,São José do Sul,RS,1,0,1,0,0,0,0,0,0,0,0,1,1
5003,São José dos Ausentes,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
5004,São Leopoldo,RS,1,0,1,0,0,0,0,0,0,0,0,1,1
5005,São Lourenço do Sul,RS,1,0,0,0,0,0,0,0,0,0,0,0,0
5006,São Luiz Gonzaga,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
5007,São Marcos,RS,1,0,0,0,0,0,0,0,0,0,0,1,1
5008,São Martinho,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
5009,São Martinho da Serra,RS,0,0,0,0,0,0,1,1,0,0,0,1,1
5010,São Miguel das Missões,RS,0,0,1,0,0,0,0,0,0,0,0,1,1
5011,São Nicolau,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
5012,São Paulo das Missões,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,São Pedro da Serra,RS,0,0,1,0,0,1,0,0,0,0,0,1,1
5014,São Pedro das Missões,RS,0,0,0,1,0,0,0,0,0,0,0,1,1
5015,São Pedro do Butiá,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
5016,São Pedro do Sul,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
5017,São Sebastião do Caí,RS,1,1,1,1,0,0,0,0,1,0,0,1,1
5018,São Sepé,RS,1,0,1,1,0,0,0,0,0,1,1,0,0
5019,São Valentim,RS,0,0,0,1,0,0,0,0,0,0,1,1,1
5020,São Valentim do Sul,RS,1,0,0,1,0,0,0,1,0,0,1,0,0
5021,São Valério do Sul,RS,0,0,0,0,0,1,0,1,0,0,0,1,1
5022,São Vendelino,RS,0,1,0,1,0,1,0,0,1,0,0,1,1
5023,São Vicente do Sul,RS,1,0,1,1,0,0,0,0,0,1,1,1,1
5024,Sapiranga,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
5025,Sapucaia do Sul,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
5026,Sarandi,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
5027,Seberi,RS,0,1,1,1,0,0,0,0,1,1,1,0,0
5028,Sede Nova,RS,0,0,0,1,0,1,0,0,0,0,1,0,0
5029,Segredo,RS,1,0,0,1,0,1,0,0,0,0,0,0,0
5030,Selbach,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
5031,Senador Salgado Filho,RS,0,0,0,1,1,0,0,0,0,0,0,1,1
5032,Sentinela do Sul,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
5033,Serafina Corrêa,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
5034,Sério,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
5035,Sertão,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
5036,Sertão Santana,RS,1,0,0,0,0,1,1,0,0,0,0,1,1
5037,Sete de Setembro,RS,0,0,0,0,1,1,0,0,0,0,0,0,0
5038,Severiano de Almeida,RS,0,0,0,0,0,1,1,0,0,0,0,0,0
5039,Silveira Martins,RS,1,0,1,0,0,1,0,0,0,0,0,1,1
5040,Sinimbu,RS,0,0,1,1,0,0,0,0,0,1,1,0,0
5041,Sobradinho,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
5042,Soledade,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
5043,Tabaí,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
5044,Tapejara,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
5045,Tapera,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
5046,Tapes,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
5047,Taquara,RS,1,0,0,1,0,0,0,0,0,0,1,0,0
5048,Taquari,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
5049,Taquaruçu do Sul,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
5050,Tavares,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,Tenente Portela,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
5052,Terra de Areia,RS,1,0,0,1,0,0,0,0,0,0,0,1,1
5053,Teutônia,RS,0,0,0,1,0,0,0,0,0,0,0,0,0
5054,Tio Hugo,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
5055,Tiradentes do Sul,RS,0,0,1,1,0,0,0,0,0,1,1,1,1
5056,Toropi,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
